-3.892545837886550800e-03;-8.137516677348788789e+02
-3.538678034442318751e-03;-8.128388038041315440e+02
-2.559999999999999776e-03;-8.137516677348788789e+02
-1.279999999999999888e-03;-7.767868846647544387e+02
-6.399999999999999439e-04;-7.309707348251494068e+02
-3.199999999999999720e-04;-5.699186600670581129e+02
-1.599999999999999860e-04;-3.914349688043271271e+02
-7.999999999999999299e-05;-2.973819362196667271e+02
-3.999999999999999650e-05;-2.407388296417712468e+02
-1.999999999999999825e-05;-1.930464771249448859e+02
-9.999999999999999124e-06;-1.152291721418924908e+02
0.000000000000000000e+00;-2.712301869655942443e+00
0.000000000000000000e+00;-2.712301869655942443e+00
9.999999999999999124e-06;1.090856261558525233e+02
1.999999999999999825e-05;1.608911456295661822e+02
2.500000000000000120e-05;1.751386523091876199e+02
2.999999999999999737e-05;1.873069859184975599e+02
3.500000000000000371e-05;1.983153203320495095e+02
4.500000000000000283e-05;2.184913966358840867e+02
5.500000000000000873e-05;2.374186440501547963e+02
6.499999999999999431e-05;2.557167804391067989e+02
7.500000000000000698e-05;2.736652718193023475e+02
9.500000000000000523e-05;3.089571950251701082e+02
1.150000000000000035e-04;3.436899831415883568e+02
1.350000000000000017e-04;3.781512755512216586e+02
1.750000000000000253e-04;4.467022163011221778e+02
2.149999999999999676e-04;5.150311357308022480e+02
2.549999999999999641e-04;5.831977555972849814e+02
2.949999999999999606e-04;6.509963649404919579e+02
3.750000000000000078e-04;7.859264866961301550e+02
4.549999999999999466e-04;8.800554964314119388e+02
5.349999999999999938e-04;9.361997749726580196e+02
6.949999999999999798e-04;9.677659381622938781e+02
8.550000000000000742e-04;9.893088030774979416e+02
1.015000000000000060e-03;1.009596914934686083e+03
1.175000000000000046e-03;1.027091590645121414e+03
1.466062014752042217e-03;1.054539474455317077e+03
1.612668216227246655e-03;1.054539474455317077e+03
