-1.332962682938152897e-03;-1.068024329997979976e+03
-1.211784257216502476e-03;-1.068024329997979976e+03
-1.000000000000000021e-03;-1.043589784198018151e+03
-5.000000000000000104e-04;-9.045210363641698450e+02
-2.500000000000000052e-04;-5.787692955333401414e+02
0.000000000000000000e+00;-2.460701281840015076e-01
0.000000000000000000e+00;-2.460701281840015076e-01
2.500000000000000052e-04;4.605604178842893361e+02
5.000000000000000104e-04;6.925892854122982953e+02
6.250000000000001214e-04;7.279550109277221281e+02
7.500000000000001240e-04;7.582732460161049630e+02
8.750000000000001266e-04;7.860148980106896488e+02
1.125000000000000132e-03;8.300209462522237800e+02
1.375000000000000137e-03;8.484693935809583536e+02
1.625000000000000142e-03;8.647621375221542621e+02
1.875000000000000364e-03;8.798611610180456637e+02
2.375000000000000375e-03;9.081448253992358559e+02
2.438373321251330848e-03;9.116151809075257688e+02
2.682210653376464020e-03;9.116151809075257688e+02
