-1.800225865634216479e-02;-1.268638985338743169e+03
-1.279999999999999888e-02;-1.231309534052523531e+03
-6.399999999999999439e-03;-1.146454947125715307e+03
-3.199999999999999720e-03;-7.865693332823078663e+02
-1.599999999999999860e-03;-4.904883602268494087e+02
-7.999999999999999299e-04;-3.369673800368483398e+02
-3.999999999999999650e-04;-2.518838159034763464e+02
-1.999999999999999825e-04;-1.918777363094108068e+02
-9.999999999999999124e-05;-1.108921640225373864e+02
0.000000000000000000e+00;1.081616213029490403e+00
0.000000000000000000e+00;1.081616213029490403e+00
9.999999999999999124e-05;1.120046066359852119e+02
1.999999999999999825e-04;1.584208029371351927e+02
2.500000000000000052e-04;1.699385477263587063e+02
2.999999999999999737e-04;1.793225873264192671e+02
3.499999999999999964e-04;1.875156270677703958e+02
4.499999999999999877e-04;2.020157337179133208e+02
5.500000000000000331e-04;2.152211613136032895e+02
6.499999999999999702e-04;2.277751363091297492e+02
7.500000000000000156e-04;2.399662027834557989e+02
9.499999999999999981e-04;2.637704638619877073e+02
1.149999999999999981e-03;2.870913467898153613e+02
1.350000000000000071e-03;3.101320224516827011e+02
1.750000000000000036e-03;3.558168574445601848e+02
2.149999999999999568e-03;4.011571114185092597e+02
2.549999999999999750e-03;4.462765994428826843e+02
2.949999999999999498e-03;4.912188821367810192e+02
3.749999999999999861e-03;5.804393557601923703e+02
4.549999999999999357e-03;6.265025265636397762e+02
5.349999999999999721e-03;6.470482433037592500e+02
6.949999999999999581e-03;6.674345742108473587e+02
8.550000000000000308e-03;6.799040683965853304e+02
1.014999999999999930e-02;6.916131931112498705e+02
1.175000000000000003e-02;6.996916008237628830e+02
1.494999999999999975e-02;7.138099948274326607e+02
1.814999999999999947e-02;7.269923542269697236e+02
2.135000000000000092e-02;7.394591065019388907e+02
2.634999999999999842e-02;7.576300961037981097e+02
3.135000000000000286e-02;7.738567150561564176e+02
3.635000000000000037e-02;7.862329620542946031e+02
4.135000000000000481e-02;7.911857578493645633e+02
4.635000000000000231e-02;7.926612420277574529e+02
5.045004263868225342e-02;7.878546785965382924e+02
