-1.169173855231901598e+03;-1.144709435029665073e-02
-1.154299733112750573e+03;-1.000000000000000021e-02
-1.002412201158017297e+03;-5.000000000000000104e-03
-6.263927019564083594e+02;-2.500000000000000052e-03
-5.175888887434976215e-02;0.000000000000000000e+00
-5.175888887434976215e-02;0.000000000000000000e+00
4.870048868429021809e+02;2.500000000000000052e-03
7.394603260148190884e+02;5.000000000000000104e-03
7.726836965277824447e+02;6.250000000000000347e-03
8.006982833873735217e+02;7.500000000000000590e-03
8.259300360541514010e+02;8.750000000000000833e-03
8.739065892694902686e+02;1.125000000000000132e-02
8.993986183055666288e+02;1.375000000000000007e-02
9.165708699524082022e+02;1.625000000000000056e-02
9.325349350099257890e+02;1.875000000000000278e-02
9.607363990944854777e+02;2.344090107331862211e-02
