-8.271108016994327272e+02;-1.626911047328623641e-02
-7.861464291868934424e+02;-1.000000000000000021e-02
-7.201704653068798052e+02;-5.000000000000000104e-03
-4.964625056873079529e+02;-2.500000000000000052e-03
-2.741070195650521679e+00;0.000000000000000000e+00
-2.741070195650521679e+00;0.000000000000000000e+00
5.789670653919322376e+02;2.500000000000000052e-03
9.362156866887345359e+02;5.000000000000000104e-03
9.651684317181058077e+02;6.250000000000000347e-03
9.866654652463299726e+02;7.500000000000000590e-03
1.004305911846470053e+03;8.750000000000000833e-03
1.036245806240480761e+03;1.125000000000000132e-02
1.061184161268468870e+03;1.375000000000000007e-02
1.083898310723112672e+03;1.625000000000000056e-02
1.105424796805466030e+03;1.875000000000000278e-02
1.141678068704575253e+03;2.314307306776051607e-02
